direction,bnss_section_id,bnss_title,crpc_section_id,crpc_title,bridge_kind,mapping_note
bnss_to_crpc,82,"When a warrant of arrest is executed outside the district in which it was issued,",80,Procedure on arrest of p erson against whom warrant issued. —When a warrant of arrest is executed,auto,"shared_keywords=['arrest', 'executed', 'issued', 'warrant']; title_jaccard=0.50"
crpc_to_bnss,82,"When a warrant of arrest is executed outside the district in which it was issued,",80,Procedure on arrest of p erson against whom warrant issued. —When a warrant of arrest is executed,auto,"shared_keywords=['arrest', 'executed', 'issued', 'warrant']; title_jaccard=0.50"
bnss_to_crpc,84,If any Court has reason to believe (whether after taking evidence or not) that,82,Proclamation for person absconding. —(1) If any Court has reason to believe (whether after taking,auto,"shared_keywords=['after', 'believe', 'reason', 'taking', 'whether']; title_jaccard=0.62"
crpc_to_bnss,84,If any Court has reason to believe (whether after taking evidence or not) that,82,Proclamation for person absconding. —(1) If any Court has reason to believe (whether after taking,auto,"shared_keywords=['after', 'believe', 'reason', 'taking', 'whether']; title_jaccard=0.62"
bnss_to_crpc,85,Attachment of property of person absconding .—(1) The Court is suing a proclamation under,83,Attachment of property of person absconding. —(1) The Court issuing a proclamation under,manual,manual: attachment after proclamation (CrPC §83 → BNSS §85)
crpc_to_bnss,85,Attachment of property of person absconding .—(1) The Court is suing a proclamation under,83,Attachment of property of person absconding. —(1) The Court issuing a proclamation under,manual,manual: attachment after proclamation (CrPC §83 → BNSS §85)
bnss_to_crpc,86,"The Court may, on the written request from a police officer not below the rank of",53,Examination of accused by medical practitioner at the request of police officer. —(1) When a person is,auto,"shared_keywords=['officer', 'police', 'request']; title_jaccard=0.30"
crpc_to_bnss,86,"The Court may, on the written request from a police officer not below the rank of",53,Examination of accused by medical practitioner at the request of police officer. —(1) When a person is,auto,"shared_keywords=['officer', 'police', 'request']; title_jaccard=0.30"
bnss_to_crpc,87,"If any claim is preferred to, or objection made to the attachment of, any",84,"Claims and objections to attachment.—(1) If any claim is preferred to, or objection made to the",auto,"shared_keywords=['attachment', 'claim', 'made', 'objection', 'preferred']; title_jaccard=0.71"
crpc_to_bnss,87,"If any claim is preferred to, or objection made to the attachment of, any",84,"Claims and objections to attachment.—(1) If any claim is preferred to, or objection made to the",auto,"shared_keywords=['attachment', 'claim', 'made', 'objection', 'preferred']; title_jaccard=0.71"
bnss_to_crpc,91,Power to take bond or bail bond for appearance .—When any person for whose appearance or,88,Power to take bond for appearance. —When any person for whose ap pearance or arrest the,manual,manual: bond for appearance (CrPC §88 → BNSS §91)
crpc_to_bnss,91,Power to take bond or bail bond for appearance .—When any person for whose appearance or,88,Power to take bond for appearance. —When any person for whose ap pearance or arrest the,manual,manual: bond for appearance (CrPC §88 → BNSS §91)
bnss_to_crpc,92,When any person who is bound by any bond taken under this Sanhita to appear,89,Arrest on breach of bond for appearance. —When any person who is bound by any bond taken,auto,"shared_keywords=['bond', 'bound', 'taken']; title_jaccard=0.38"
crpc_to_bnss,92,When any person who is bound by any bond taken under this Sanhita to appear,89,Arrest on breach of bond for appearance. —When any person who is bound by any bond taken,auto,"shared_keywords=['bond', 'bound', 'taken']; title_jaccard=0.38"
bnss_to_crpc,95,"If any document, parcel or thing in the custody of a postal authority is, in the",92,"Procedure as to letters and telegrams.—(1) If any document, parcel or thing in the custody of a",auto,"shared_keywords=['custody', 'document', 'parcel', 'thing']; title_jaccard=0.50"
crpc_to_bnss,95,"If any document, parcel or thing in the custody of a postal authority is, in the",92,"Procedure as to letters and telegrams.—(1) If any document, parcel or thing in the custody of a",auto,"shared_keywords=['custody', 'document', 'parcel', 'thing']; title_jaccard=0.50"
bnss_to_crpc,96,When search-warrant may be issued.—(1) Where,93,When search -warrant may be issued. —(1) (a) Where any Court has reason to believe that a,manual,manual: when search-warrant may be issued (CrPC §93 → BNSS §96)
crpc_to_bnss,96,When search-warrant may be issued.—(1) Where,93,When search -warrant may be issued. —(1) (a) Where any Court has reason to believe that a,manual,manual: when search-warrant may be issued (CrPC §93 → BNSS §96)
bnss_to_crpc,97,"If a District Magistrate, Sub-divisional Magistrate or Magistrate of the first",97,"Search for persons wrongfully confined.—If any District Magistrate, Sub-divisional Magistrate",auto,"shared_keywords=['district', 'divisional', 'magistrate']; title_jaccard=0.43"
crpc_to_bnss,97,"If a District Magistrate, Sub-divisional Magistrate or Magistrate of the first",97,"Search for persons wrongfully confined.—If any District Magistrate, Sub-divisional Magistrate",auto,"shared_keywords=['district', 'divisional', 'magistrate']; title_jaccard=0.43"
bnss_to_crpc,101,Upon complaint made on oath of the abduction or unlawful detention of a,98,Power to compel restoration of abducted females .—Upon complaint made on oath of the,auto,"shared_keywords=['complaint', 'made', 'oath']; title_jaccard=0.30"
crpc_to_bnss,101,Upon complaint made on oath of the abduction or unlawful detention of a,98,Power to compel restoration of abducted females .—Upon complaint made on oath of the,auto,"shared_keywords=['complaint', 'made', 'oath']; title_jaccard=0.30"
bnss_to_crpc,102,"The provisions of sections 32, 72, 74, 76, 79, 80 and 81 shall, so far as may be,",99,"Direction, etc., of search -warrants.—The provisions of sections 38, 70, 72, 74, 77, 78 and 79",auto,"shared_keywords=['provisions', 'sections']; title_jaccard=0.40"
crpc_to_bnss,102,"The provisions of sections 32, 72, 74, 76, 79, 80 and 81 shall, so far as may be,",99,"Direction, etc., of search -warrants.—The provisions of sections 38, 70, 72, 74, 77, 78 and 79",auto,"shared_keywords=['provisions', 'sections']; title_jaccard=0.40"
bnss_to_crpc,103,( 1) Whenever any place liable to search or inspection under this Chapter is,100,Persons in charge of closed place to allow search.—(1) Whenever any place liable to search or,auto,"shared_keywords=['liable', 'place', 'search', 'whenever']; title_jaccard=0.44"
crpc_to_bnss,103,( 1) Whenever any place liable to search or inspection under this Chapter is,100,Persons in charge of closed place to allow search.—(1) Whenever any place liable to search or,auto,"shared_keywords=['liable', 'place', 'search', 'whenever']; title_jaccard=0.44"
bnss_to_crpc,104,"When, in the execution of a search-warrant at any place beyond the local",101,"Disposal of things found in search beyond jurisdiction .—When, in the execution of a",auto,"shared_keywords=['beyond', 'execution', 'search']; title_jaccard=0.30"
crpc_to_bnss,104,"When, in the execution of a search-warrant at any place beyond the local",101,"Disposal of things found in search beyond jurisdiction .—When, in the execution of a",auto,"shared_keywords=['beyond', 'execution', 'search']; title_jaccard=0.30"
bnss_to_crpc,106,Any police officer may seize any property which may be alleged or suspected,102,Power of police officer to seize certain property .—(1) Any police officer may seize any,auto,"shared_keywords=['officer', 'police', 'property', 'seize']; title_jaccard=0.57"
crpc_to_bnss,106,Any police officer may seize any property which may be alleged or suspected,102,Power of police officer to seize certain property .—(1) Any police officer may seize any,auto,"shared_keywords=['officer', 'police', 'property', 'seize']; title_jaccard=0.57"
bnss_to_crpc,109,"Any Court may, if it thinks fit, impound any document or thing produced before",104,"Power to impound document, etc., produced .—Any Court may, if it thinks fit, impound any",auto,"shared_keywords=['document', 'impound', 'produced', 'thinks']; title_jaccard=0.67"
crpc_to_bnss,109,"Any Court may, if it thinks fit, impound any document or thing produced before",104,"Power to impound document, etc., produced .—Any Court may, if it thinks fit, impound any",auto,"shared_keywords=['document', 'impound', 'produced', 'thinks']; title_jaccard=0.67"
bnss_to_crpc,111,"In this Chapter, unless the context otherwise requires,",105a,"Definitions.—In this Chapter, unless the context otherwise requires,",auto,"shared_keywords=['chapter', 'context', 'otherwise', 'requires', 'unless']; title_jaccard=0.83"
crpc_to_bnss,111,"In this Chapter, unless the context otherwise requires,",105a,"Definitions.—In this Chapter, unless the context otherwise requires,",auto,"shared_keywords=['chapter', 'context', 'otherwise', 'requires', 'unless']; title_jaccard=0.83"
bnss_to_crpc,113,Upon receipt of a letter of request from a Court or an authority in a country or,166b,Letter of request from a country or place outside India to a Court or an authority for investigation,auto,"shared_keywords=['authority', 'country', 'letter', 'request']; title_jaccard=0.44"
crpc_to_bnss,113,Upon receipt of a letter of request from a Court or an authority in a country or,166b,Letter of request from a country or place outside India to a Court or an authority for investigation,auto,"shared_keywords=['authority', 'country', 'letter', 'request']; title_jaccard=0.44"
bnss_to_crpc,114,"Where a Court in India, in relation to a criminal matter, desires that a warrant",105b,"Assist ance in securing transfer of persons .—(1) Where a Court in India, in relation to a criminal",auto,"shared_keywords=['criminal', 'india', 'relation']; title_jaccard=0.30"
