direction,bns_section_id,bns_title,ipc_section_id,ipc_title,bridge_kind,mapping_note
bns_to_ipc,263,Resistance or obstruction to lawful apprehension of another person.,225,"Resistance or obstruction to the lawful apprehension of any person, or, rescuing him from lawful custody",auto,"matched via content overlap: apprehension, custody, from"
bns_to_ipc,264,"Omission to apprehend, or sufferance of escape, on part of public servant, in cases not otherwise provided for",225a,"Omission to apprehend, or sufferance of escape on part of public servant, in cases not otherwise provided for, In case of intentional omission or sufferance",auto,"matched via content overlap: apprehend, escape, omission"
bns_to_ipc,265,Resistance or obstruction to lawful apprehension or escape or rescue in cases not otherwise provided for.,225b,"Resistance or obstruction to lawful apprehension, or escape or rescue in cases not otherwise provided for",auto,"matched via content overlap: apprehension, escape, lawful"
bns_to_ipc,266,Violation of condition of remission of punishment.,227,Violation of condition of remission of punishment,auto,"matched via content overlap: condition, remission, violation"
bns_to_ipc,267,Intentional insult or interruption to public servant sitting in judicial proceeding.,228,Intentional insult or interruption to a public servant sitting in any stage of a judicial proceeding,auto,"matched via content overlap: insult, intentional, interruption"
bns_to_ipc,268,Personation of assessor.,229,Personation of a juror or assessor,auto,"matched via content overlap: assessor, personation"
bns_to_ipc,269,Failure by person released on bail bond or bond to appear in Court.,229a,Failure by person released on bail or bond to appear in Court,auto,"matched via content overlap: appear, bail, bond"
bns_to_ipc,27,"Act done in good faith for benefit of child or person of unsound mind, by, or by consent of guardian.",321,Does any act with the intention of thereby causing hurt to any person,auto,matched via content overlap: hurt
bns_to_ipc,270,Public nuisance.,268,A person is guilty of a public nuisance who does any act or is guilty of an illegal omi...,auto,matched via shared concepts: public-nuisance
bns_to_ipc,271,Negligent act likely to spread infection of disease dangerous to life.,269,Negligently doing any act known to be likely to spread infection of any disease dangerous to life,auto,"matched via content overlap: dangerou, disease, infection"
bns_to_ipc,272,Malignant act likely to spread infection of disease dangerous to life.,270,Malignantly doing any act known to be likely to spread infection of any disease dangerous to life,auto,"matched via content overlap: dangerou, disease, infection"
bns_to_ipc,273,Disobedience to quarantine rule.,271,Knowingly disobeying any quarantine rule,auto,"matched via content overlap: quarantine, rule"
bns_to_ipc,274,Adulteration of food or drink intended for sale.,272,"Adulterating food or drink intended for sale, so as to make the same noxious",auto,matched via shared concepts: adulteration
bns_to_ipc,275,Sale of noxious food or drink.,272,"Adulterating food or drink intended for sale, so as to make the same noxious",auto,matched via shared concepts: adulteration
bns_to_ipc,276,Adulteration of drugs.,274,"Adulterating any drug or medical preparation intended for sale so as to lessen its efficacy, or to change its operation, or to make it noxious",auto,matched via shared concepts: adulteration
bns_to_ipc,277,Sale of adulterated drugs.,275,Offering for sale or issuing from a dispensary any drug or medical preparation known to have been adulterated,auto,matched via shared concepts: adulteration
bns_to_ipc,278,Sale of drug as a different drug or preparation.,275,Offering for sale or issuing from a dispensary any drug or medical preparation known to have been adulterated,auto,matched via shared concepts: adulteration
bns_to_ipc,279,Fouling water of public spring or reservoir.,277,Defiling the water of a public spring or reservoir,auto,matched via shared concepts: public-nuisance
bns_to_ipc,28,Consent known to be given under fear or misconception.,90,Consent known to be given under fear or misconception,manual,manual mapping: invalid consent — IPC §90
bns_to_ipc,280,Making atmosphere noxious to health.,278,Making atmosphere noxious to health,auto,matched via shared concepts: public-nuisance
bns_to_ipc,281,Rash driving or riding on a public way.,279,"Driving or riding on a public way so rashly or negligently as to endanger human life, etc.",auto,"matched via content overlap: driv, rid"
bns_to_ipc,282,Rash navigation of vessel.,304a,Causing death by rash or negligent act,auto,"matched via content overlap: negligent, rash"
bns_to_ipc,283,"Exhibition of false light, mark or buoy.",281,"Exhibition of a false light, mark or buoy",auto,"matched via content overlap: buoy, exhibition, false"
bns_to_ipc,284,Conveying person by water for hire in unsafe or overloaded vessel.,282,"Conveying for hire any person by water, in a vessel in such a state, or so loaded, as to endanger his life",auto,"matched via content overlap: convey, hire, vessel"
bns_to_ipc,285,Danger or obstruction in public way or line of navigation.,283,"Causing danger, obstruction or, injury in any public way or line of navigation",auto,matched via shared concepts: public-nuisance
bns_to_ipc,286,Negligent conduct with respect to poisonous substance.,284,"Dealing with any poisonous substance so as to endanger human life, etc.",auto,"matched via content overlap: poisonou, substance"
bns_to_ipc,287,Negligent conduct with respect to fire or combustible matter.,285,"Dealing with fire or any combustible matter so as to endanger human life, etc.",auto,"matched via content overlap: combustible, fire, matter"
bns_to_ipc,288,Negligent conduct with respect to explosive substance.,286,So dealing with any explosive substance,auto,"matched via content overlap: explosive, substance"
bns_to_ipc,289,Negligent conduct with respect to machinery.,287,So dealing with any machinery,auto,matched via content overlap: machinery
bns_to_ipc,290,"Negligent conduct with respect to pulling down, repairing or constructing buildings, etc.",288,A person omitting to guard against probable danger to human life by the fall of any building over which he has a right entitling him to pull it down or repair it,auto,"matched via content overlap: build, down, life"
bns_to_ipc,291,Negligent conduct with respect to animal.,326,Voluntarily causing grievous hurt by dangerous weapons or means,auto,matched via shared concepts: grievous-hurt
bns_to_ipc,292,Punishment for public nuisance in cases not otherwise provided for.,225a,"Omission to apprehend, or sufferance of escape on part of public servant, in cases not otherwise provided for, In case of intentional omission or sufferance",auto,"matched via content overlap: otherwise, provided"
bns_to_ipc,293,Continuance of nuisance after injunction to discontinue.,291,Committing a nuisance after injunction to discontinue,auto,matched via shared concepts: public-nuisance
bns_to_ipc,294,"Sale, etc., of obscene books, etc.",292,"Sale, etc., of obscene books, etc.",auto,matched via shared concepts: obscenity
bns_to_ipc,295,"Sale, etc., of obscene objects to child.",293,"Sale etc., of obscene objects to young persons",auto,matched via shared concepts: obscenity
